"WJ10","耳眼牙勤保健 發現問題快就醫","World Journal","New York","2018-12-02 06:07:00","https://www.worldjournal.com/6005911/article-%e8%80%b3%e7%9c%bc%e7%89%99%e5%8b%a4%e4%bf%9d%e5%81%a5-%e7%99%bc%e7%8f%be%e5%95%8f%e9%a1%8c%e5%bf%ab%e5%b0%b1%e9%86%ab/?ref=紐約_新聞總覽","1473"
"WJ11","美國對中國強硬 只為找替罪羊","World Journal","New York","2018-12-04 23:02:00","https://www.worldjournal.com/6010701/article-%e7%be%8e%e5%9c%8b%e5%b0%8d%e4%b8%ad%e5%9c%8b%e5%bc%b7%e7%a1%ac-%e5%8f%aa%e7%82%ba%e6%89%be%e6%9b%bf%e7%bd%aa%e7%be%8a/?ref=紐約_新聞總覽","3140"
"WJ12","世報和帝國藍十字藍盾健保合辦「幸福藍天、擁抱健康」 講座爆滿","World Journal","New York","2018-12-02 06:08:00","https://www.worldjournal.com/6005901/article-%e4%b8%96%e5%a0%b1%e5%92%8c%e5%b8%9d%e5%9c%8b%e8%97%8d%e5%8d%81%e5%ad%97%e8%97%8d%e7%9b%be%e5%81%a5%e4%bf%9d%e5%90%88%e8%be%a6%e3%80%8c%e5%b9%b8%e7%a6%8f%e8%97%8d%e5%a4%a9%e3%80%81%e6%93%81%e6%8a%b1/?ref=紐約_新聞總覽","430"
"WJ13","李昌鈺蔣霞萍完婚 要幸福越來越長","World Journal","New York","2018-12-02 10:10:00","https://www.worldjournal.com/6006069/article-%e6%9d%8e%e6%98%8c%e9%88%ba%e8%94%a3%e9%9c%9e%e8%90%8d%e5%ae%8c%e5%a9%9a-%e8%a6%81%e5%b9%b8%e7%a6%8f%e8%b6%8a%e4%be%86%e8%b6%8a%e9%95%b7/?ref=紐約_新聞總覽","5304"
"WJ14","紐約國際藝術節 華人搖滾樂隊中西結合","World Journal","New York","2018-12-02 17:16:00","https://www.worldjournal.com/6006918/article-%e7%b4%90%e7%b4%84%e5%9c%8b%e9%9a%9b%e8%97%9d%e8%a1%93%e7%af%80-%e8%8f%af%e4%ba%ba%e6%90%96%e6%bb%be%e6%a8%82%e9%9a%8a%e4%b8%ad%e8%a5%bf%e7%b5%90%e5%90%88/?ref=紐約_新聞總覽","187"
"WJ15","僑校講故事比賽 56名學生話「感恩」","World Journal","New York","2018-12-03 06:00:00","https://www.worldjournal.com/6007110/article-%e5%83%91%e6%a0%a1%e8%ac%9b%e6%95%85%e4%ba%8b%e6%af%94%e8%b3%bd-56%e5%90%8d%e5%ad%b8%e7%94%9f%e8%a9%b1%e3%80%8c%e6%84%9f%e6%81%a9%e3%80%8d/?ref=紐約_新聞總覽","83"
"WJ16","執子之手 李昌鈺夫婦「畫」五克拉鑽戒","World Journal","New York","2018-12-02 06:09:00","https://www.worldjournal.com/6006064/article-%e5%9f%b7%e5%ad%90%e4%b9%8b%e6%89%8b-%e6%9d%8e%e6%98%8c%e9%88%ba%e5%a4%ab%e5%a9%a6%e3%80%8c%e7%95%ab%e3%80%8d%e4%ba%94%e5%85%8b%e6%8b%89%e9%91%bd%e6%88%92/?ref=紐約_新聞總覽","2054"
"WJ17","百年前華人如何跨洋「落葉歸根」中華公所15日開講","World Journal","New York","2018-12-03 06:00:00","https://www.worldjournal.com/6007113/article-%e7%99%be%e5%b9%b4%e5%89%8d%e8%8f%af%e4%ba%ba%e5%a6%82%e4%bd%95%e8%b7%a8%e6%b4%8b%e3%80%8c%e8%90%bd%e8%91%89%e6%ad%b8%e6%a0%b9%e3%80%8d%e4%b8%ad%e8%8f%af%e5%85%ac%e6%89%8015%e6%97%a5%e9%96%8b%e8%ac%9b/?ref=紐約_新聞總覽","476"
"WJ18","破窗盜8大道餐館現金 警緝華男嫌犯","World Journal","New York","2018-12-03 06:08:00","https://www.worldjournal.com/6007087/article-%e7%a0%b4%e7%aa%97%e7%9b%9c8%e5%a4%a7%e9%81%93%e9%a4%90%e9%a4%a8%e7%8f%be%e9%87%91-%e8%ad%a6%e7%b7%9d%e8%8f%af%e7%94%b7%e5%ab%8c%e7%8a%af/?ref=紐約_新聞總覽","1363"
"WJ19","斯靜格攜手Open to All 保護客人不受商家歧視","World Journal","New York","2018-12-03 06:00:00","https://www.worldjournal.com/6007073/article-%e6%96%af%e9%9d%9c%e6%a0%bc%e6%94%9c%e6%89%8bopen-to-all-%e4%bf%9d%e8%ad%b7%e5%ae%a2%e4%ba%ba%e4%b8%8d%e5%8f%97%e5%95%86%e5%ae%b6%e6%ad%a7%e8%a6%96/?ref=紐約_新聞總覽","113"
"WJ20","維權團體辦論壇 反紐約市建新監獄","World Journal","New York","2018-12-03 06:06:00","https://www.worldjournal.com/6007076/article-%e7%b6%ad%e6%ac%8a%e5%9c%98%e9%ab%94%e8%be%a6%e8%ab%96%e5%a3%87-%e5%8f%8d%e7%b4%90%e7%b4%84%e5%b8%82%e5%bb%ba%e6%96%b0%e7%9b%a3%e7%8d%84-2/?ref=紐約_新聞總覽","157"
"WJ21","紐約地蘭西街鋪公車專用道 應對L線地鐵關閉","World Journal","New York","2018-12-03 06:07:00","https://www.worldjournal.com/6007081/article-%e7%b4%90%e7%b4%84%e5%9c%b0%e8%98%ad%e8%a5%bf%e8%a1%97%e9%8b%aa%e5%85%ac%e8%bb%8a%e5%b0%88%e7%94%a8%e9%81%93-%e6%87%89%e5%b0%8dl%e7%b7%9a%e5%9c%b0%e9%90%b5%e9%97%9c%e9%96%89/?ref=紐約_新聞總覽","450"
"WJ22","周末暴雷雨 從加州襲向美南","World Journal","United States","2018-12-07 06:09:00","https://www.worldjournal.com/6014232/article-%e5%91%a8%e6%9c%ab%e6%9a%b4%e9%9b%b7%e9%9b%a8-%e5%be%9e%e5%8a%a0%e5%b7%9e%e8%a5%b2%e5%90%91%e7%be%8e%e5%8d%97/?ref=美國_新聞總覽","1920"
"WJ23","2女爆料：我非法移民 我為川普掃廁所5年 我常遭羞辱","World Journal","United States","2018-12-07 06:36:00","https://www.worldjournal.com/6014013/article-2%e5%a5%b3%e7%88%86%e6%96%99%ef%bc%9a%e6%88%91%e9%9d%9e%e6%b3%95%e7%a7%bb%e6%b0%91-%e6%88%91%e7%82%ba%e5%b7%9d%e6%99%ae%e6%8e%83%e5%bb%81%e6%89%805%e5%b9%b4-%e6%88%91%e5%b8%b8%e9%81%ad%e7%be%9e/?ref=美國_新聞總覽","22015"
"WJ24","Uber傳已申請IPO 或為科技業歷來最大上市計畫","World Journal","United States","2018-12-09 06:34:00","https://www.worldjournal.com/6018209/article-uber%e5%82%b3%e5%b7%b2%e7%94%b3%e8%ab%8bipo-%e6%88%96%e7%82%ba%e7%a7%91%e6%8a%80%e6%a5%ad%e6%ad%b7%e4%be%86%e6%9c%80%e5%a4%a7%e4%b8%8a%e5%b8%82%e8%a8%88%e7%95%ab/?ref=美國_新聞總覽","631"
"WJ25","新白宮幕僚長人選 專家質疑恐鎮不住川普","World Journal","United States","2018-12-09 06:16:00","https://www.worldjournal.com/6018203/article-%e6%96%b0%e7%99%bd%e5%ae%ae%e5%b9%95%e5%83%9a%e9%95%b7%e4%ba%ba%e9%81%b8-%e5%b0%88%e5%ae%b6%e8%b3%aa%e7%96%91%e6%81%90%e9%8e%ae%e4%b8%8d%e4%bd%8f%e5%b7%9d%e6%99%ae/?ref=美國_新聞總覽","1038"
"WJ26","站著工作比坐著健康？ 研究：沒有鍛鍊身體才是問題","World Journal","United States","2018-12-07 07:02:00","https://www.worldjournal.com/6015244/article-%e7%ab%99%e8%91%97%e5%b7%a5%e4%bd%9c%e6%af%94%e5%9d%90%e8%91%97%e5%81%a5%e5%ba%b7%ef%bc%9f-%e7%a0%94%e7%a9%b6%ef%bc%9a%e6%b2%92%e6%9c%89%e9%8d%9b%e9%8d%8a%e8%ba%ab%e9%ab%94%e6%89%8d%e6%98%af%e5%95%8f/?ref=美國_新聞總覽","3254"
"WJ27","貿戰衝擊！專家：東南亞經濟明年續滑 新興亞股將反彈","World Journal","United States","2018-12-09 06:26:00","https://www.worldjournal.com/6018206/article-%e8%b2%bf%e6%88%b0%e8%a1%9d%e6%93%8a%ef%bc%81%e5%b0%88%e5%ae%b6%ef%bc%9a%e6%9d%b1%e5%8d%97%e4%ba%9e%e7%b6%93%e6%bf%9f%e6%98%8e%e5%b9%b4%e7%ba%8c%e6%bb%91-%e6%96%b0%e8%88%88%e4%ba%9e%e8%82%a1%e5%b0%87/?ref=美國_新聞總覽","1245"
"WJ28","可憐狗狗被主人拴住 為了生存只能吃自己的腳","World Journal","United States","2018-12-07 07:14:00","https://www.worldjournal.com/6015250/article-%e5%8f%af%e6%86%90%e7%8b%97%e7%8b%97%e8%a2%ab%e4%b8%bb%e4%ba%ba%e6%a0%93%e4%bd%8f-%e7%82%ba%e4%ba%86%e7%94%9f%e5%ad%98%e5%8f%aa%e8%83%bd%e5%90%83%e8%87%aa%e5%b7%b1%e7%9a%84%e8%85%b3/?ref=美國_新聞總覽","4384"
"WJ29","與英美日唱反調 法財長歡迎華為到法國投資","World Journal","United States","2018-12-09 06:56:00","https://www.worldjournal.com/6018218/article-%e8%88%87%e8%8b%b1%e7%be%8e%e6%97%a5%e5%94%b1%e5%8f%8d%e8%aa%bf-%e6%b3%95%e8%b2%a1%e9%95%b7%e6%ad%a1%e8%bf%8e%e8%8f%af%e7%82%ba%e5%88%b0%e6%b3%95%e5%9c%8b%e6%8a%95%e8%b3%87/?ref=美國_新聞總覽","2132"
"WJ30","談中美關係 中駐美大使：勿讓我們45年心血毀於一旦","World Journal","United States","2018-12-09 08:50:00","https://www.worldjournal.com/6018265/article-%e8%ab%87%e4%b8%ad%e7%be%8e%e9%97%9c%e4%bf%82-%e4%b8%ad%e9%a7%90%e7%be%8e%e5%a4%a7%e4%bd%bf%ef%bc%9a%e5%8b%bf%e8%ae%93%e6%88%91%e5%80%9145%e5%b9%b4%e5%bf%83%e8%a1%80%e6%af%80%e6%96%bc%e4%b8%80/?ref=美國_新聞總覽","4258"
"WJ31","勇警救人遭撞飛 命大笑稱「落地0分」","World Journal","United States","2018-12-09 08:00:00","https://www.worldjournal.com/6018249/article-%e5%8b%87%e8%ad%a6%e6%95%91%e4%ba%ba%e9%81%ad%e6%92%9e%e9%a3%9b-%e5%91%bd%e5%a4%a7%e7%ac%91%e7%a8%b1%e3%80%8c%e8%90%bd%e5%9c%b00%e5%88%86%e3%80%8d/?ref=美國_新聞總覽","2795"
"WJ32","廢除強制投保 歐記健保登記減11%","World Journal","United States","2018-12-09 08:26:00","https://www.worldjournal.com/6017957/article-%e5%bb%a2%e9%99%a4%e5%bc%b7%e5%88%b6%e6%8a%95%e4%bf%9d-%e6%ad%90%e8%a8%98%e5%81%a5%e4%bf%9d%e7%99%bb%e8%a8%98%e6%b8%9b11/?ref=美國_新聞總覽","2016"
"WJ33","這樣很舒服？鰻魚鑽海豹鼻孔 科學家想不透","World Journal","United States","2018-12-09 09:50:00","https://www.worldjournal.com/6018215/article-%e9%80%99%e6%a8%a3%e5%be%88%e8%88%92%e6%9c%8d%ef%bc%9f%e9%b0%bb%e9%ad%9a%e9%91%bd%e6%b5%b7%e8%b1%b9%e9%bc%bb%e5%ad%94-%e7%a7%91%e5%ad%b8%e5%ae%b6%e6%83%b3%e4%b8%8d%e9%80%8f/?ref=美國_新聞總覽","1412"
"WJ34","中美即將建交40年 現面臨最大衝突","World Journal","United States","2018-12-09 06:48:00","https://www.worldjournal.com/6018212/article-%e8%ab%87%e4%b8%ad%e7%be%8e%e9%97%9c%e4%bf%82-%e9%a7%90%e7%be%8e%e5%a4%a7%e4%bd%bf%e5%b4%94%e5%a4%a9%e5%87%b1%ef%bc%9a%e5%8b%bf%e8%ae%9345%e5%b9%b4%e5%bf%83%e8%a1%80%e6%af%80%e6%96%bc%e4%b8%80/?ref=美國_新聞總覽","1317"
"WJ35","川普將把放孟晚舟當與中談判一部分？庫德洛：不能保證","World Journal","United States","2018-12-09 11:22:00","https://www.worldjournal.com/6018323/article-%e5%b7%9d%e6%99%ae%e5%b0%87%e6%8a%8a%e6%94%be%e5%ad%9f%e6%99%9a%e8%88%9f%e7%95%b6%e8%88%87%e4%b8%ad%e8%ab%87%e5%88%a4%e4%b8%80%e9%83%a8%e5%88%86%ef%bc%9f%e5%ba%ab%e5%be%b7%e6%b4%9b%ef%bc%9a%e4%b8%8d/?ref=美國_新聞總覽","6366"
"WJ36","中召見美大使 強烈抗議華為事件 要美撤銷逮捕令","World Journal","United States","2018-12-09 11:44:00","https://www.worldjournal.com/6018290/article-%e4%b8%ad%e5%8f%ac%e8%a6%8b%e7%be%8e%e5%a4%a7%e4%bd%bf-%e5%bc%b7%e7%83%88%e6%8a%97%e8%ad%b0%e8%8f%af%e7%82%ba%e4%ba%8b%e4%bb%b6-%e8%a6%81%e7%be%8e%e6%92%a4%e9%8a%b7%e9%80%ae%e6%8d%95%e4%bb%a4/?ref=美國_新聞總覽","3164"
"WJ37"," 看控制血糖不困難！營養師：這3大類食物直接影響血糖","World Journal","United States","2018-12-09 13:38:00","https://www.worldjournal.com/6018390/article-%e6%8e%a7%e5%88%b6%e8%a1%80%e7%b3%96%e4%b8%8d%e5%9b%b0%e9%9b%a3%ef%bc%81%e7%87%9f%e9%a4%8a%e5%b8%ab%ef%bc%9a%e9%80%993%e5%a4%a7%e9%a1%9e%e9%a3%9f%e7%89%a9%e7%9b%b4%e6%8e%a5%e5%bd%b1%e9%9f%bf%e8%a1%80/?ref=美國_新聞總覽","13484"
"WJ38","中企挺華為：買iPhone扣100%獎金 改用華為手機給補貼","World Journal","United States","2018-12-09 12:14:00","https://www.worldjournal.com/6018226/article-%e4%b8%ad%e4%bc%81%e6%8c%ba%e8%8f%af%e7%82%ba%ef%bc%9a%e8%b2%b7iphone%e6%89%a3100-%e7%8d%8e%e9%87%91-%e6%94%b9%e7%94%a8%e8%8f%af%e7%82%ba%e6%89%8b%e6%a9%9f%e7%b5%a6%e8%a3%9c%e8%b2%bc/?ref=美國_新聞總覽","10671"
"WJ39","美將落實「西藏旅行對等法」 限制中方官員進入美國","World Journal","United States","2018-12-07 07:20:00","https://www.worldjournal.com/6015254/article-%e7%be%8e%e5%b0%87%e8%90%bd%e5%af%a6%e3%80%8c%e8%a5%bf%e8%97%8f%e6%97%85%e8%a1%8c%e5%b0%8d%e7%ad%89%e6%b3%95%e3%80%8d-%e9%99%90%e5%88%b6%e4%b8%ad%e6%96%b9%e5%ae%98%e5%93%a1%e9%80%b2%e5%85%a5%e7%be%8e/?ref=美國_新聞總覽","6392"
"WJ40","美國11月新增就業15.5萬人 遠低於預期","World Journal","United States","2018-12-07 08:50:00","https://www.worldjournal.com/6015286/article-%e7%be%8e%e5%9c%8b11%e6%9c%88%e6%96%b0%e5%a2%9e%e5%b0%b1%e6%a5%ad15-5%e8%90%ac%e4%ba%ba-%e9%81%a0%e4%bd%8e%e6%96%bc%e9%a0%90%e6%9c%9f/?ref=美國_新聞總覽","926"
"WJ41","明年全球貿易有3大變數 彭博：恐攪亂世界經濟","World Journal","United States","2018-12-09 13:05:00","https://www.worldjournal.com/6018339/article-%e6%98%8e%e5%b9%b4%e5%85%a8%e7%90%83%e8%b2%bf%e6%98%93%e6%9c%893%e5%a4%a7%e8%ae%8a%e6%95%b8-%e5%bd%ad%e5%8d%9a%ef%bc%9a%e6%81%90%e6%94%aa%e4%ba%82%e4%b8%96%e7%95%8c%e7%b6%93%e6%bf%9f/?ref=美國_新聞總覽","3466"
"WJ42","CNN：白宮幕僚長凱利數天內將請辭","World Journal","United States","2018-12-07 09:18:00","https://www.worldjournal.com/6015312/article-cnn%ef%bc%9a%e7%99%bd%e5%ae%ae%e5%b9%95%e5%83%9a%e9%95%b7%e5%87%b1%e5%88%a9%e6%95%b8%e5%a4%a9%e5%85%a7%e5%b0%87%e8%ab%8b%e8%be%ad/?ref=美國_新聞總覽","848"
"WJ43","川普新人事！老布希時期官員巴爾回鍋任司法部長","World Journal","United States","2018-12-07 09:48:00","https://www.worldjournal.com/6015342/article-%e5%b7%9d%e6%99%ae%e6%96%b0%e4%ba%ba%e4%ba%8b%ef%bc%81%e8%80%81%e5%b8%83%e5%b8%8c%e6%99%82%e6%9c%9f%e5%ae%98%e5%93%a1%e5%b7%b4%e7%88%be%e5%9b%9e%e9%8d%8b%e4%bb%bb%e5%8f%b8%e6%b3%95%e9%83%a8%e9%95%b7/?ref=美國_新聞總覽","1759"
"WJ44","華為接班人被捕 美中貿易戰「第二季」徐徐揭幕","World Journal","United States","2018-12-07 08:52:00","https://www.worldjournal.com/6015289/article-%e8%8f%af%e7%82%ba%e6%8e%a5%e7%8f%ad%e4%ba%ba%e8%a2%ab%e6%8d%95-%e7%be%8e%e4%b8%ad%e8%b2%bf%e6%98%93%e6%88%b0%e3%80%8c%e7%ac%ac%e4%ba%8c%e5%ad%a3%e3%80%8d%e5%be%90%e5%be%90%e6%8f%ad%e5%b9%95/?ref=美國_新聞總覽","3713"
"WJ45","傳白宮幕僚長凱利即將走人 副總統心腹可能接任","World Journal","United States","2018-12-07 09:48:00","https://www.worldjournal.com/6015339/article-%e5%82%b3%e7%99%bd%e5%ae%ae%e5%b9%95%e5%83%9a%e9%95%b7%e5%87%b1%e5%88%a9%e5%8d%b3%e5%b0%87%e8%b5%b0%e4%ba%ba-%e5%89%af%e7%b8%bd%e7%b5%b1%e5%bf%83%e8%85%b9%e5%8f%af%e8%83%bd%e6%8e%a5%e4%bb%bb/?ref=美國_新聞總覽","682"
"WJ46","川習會是否知情孟晚舟被捕 北京不回答","World Journal","United States","2018-12-07 11:00:00","https://www.worldjournal.com/6015397/article-%e5%b7%9d%e7%bf%92%e6%9c%83%e6%98%af%e5%90%a6%e7%9f%a5%e6%83%85%e5%ad%9f%e6%99%9a%e8%88%9f%e8%a2%ab%e6%8d%95-%e5%8c%97%e4%ba%ac%e4%b8%8d%e5%9b%9e%e7%ad%94/?ref=美國_新聞總覽","3811"
"WJ47","川普宣布 將提名巴爾任司法部長、諾爾特任駐聯合國大使","World Journal","United States","2018-12-07 10:08:00","https://www.worldjournal.com/6015362/article-%e5%b7%9d%e6%99%ae%e5%ae%a3%e5%b8%83-%e6%8f%90%e5%90%8d%e5%b7%b4%e7%88%be%e4%bb%bb%e5%8f%b8%e6%b3%95%e9%83%a8%e9%95%b7%e3%80%81%e8%ab%be%e7%88%be%e7%89%b9%e4%bb%bb%e9%a7%90%e8%81%af%e5%90%88%e5%9c%8b/?ref=美國_新聞總覽","2609"
"WJ48","騰訊副總裁：傳統文化應通過現代科技傳承","World Journal","New York","2018-12-04 22:56:00","https://www.worldjournal.com/6010689/article-%e9%a8%b0%e8%a8%8a%e5%89%af%e7%b8%bd%e8%a3%81%ef%bc%9a%e5%82%b3%e7%b5%b1%e6%96%87%e5%8c%96%e6%87%89%e9%80%9a%e9%81%8e%e7%8f%be%e4%bb%a3%e7%a7%91%e6%8a%80%e5%82%b3%e6%89%bf/?ref=紐約_新聞總覽","343"
"WJ49","西裝男遭惡遊民推入車道 被貨車輾胸腔重傷","World Journal","United States","2018-12-07 11:12:00","https://www.worldjournal.com/6015207/article-%e8%a5%bf%e8%a3%9d%e7%94%b7%e9%81%ad%e6%83%a1%e9%81%8a%e6%b0%91%e6%8e%a8%e5%85%a5%e8%bb%8a%e9%81%93-%e8%a2%ab%e8%b2%a8%e8%bb%8a%e8%bc%be%e8%83%b8%e8%85%94%e9%87%8d%e5%82%b7/?ref=美國_新聞總覽","3636"
"WJ50","耶誕點燈「皇后區最閃亮房子」強勢回歸","World Journal","New York","2018-12-07 06:01:00","https://www.worldjournal.com/6013961/article-%e8%80%b6%e8%aa%95%e9%bb%9e%e7%87%88%e3%80%8c%e7%9a%87%e5%90%8e%e5%8d%80%e6%9c%80%e9%96%83%e4%ba%ae%e6%88%bf%e5%ad%90%e3%80%8d%e5%bc%b7%e5%8b%a2%e5%9b%9e%e6%ad%b8/?ref=紐約_新聞總覽","1132"
"WJ51","「謊報使用目的」建遊民收容所 大學點大批華人抗議","World Journal","New York","2018-12-03 06:10:00","https://www.worldjournal.com/6007220/article-%e3%80%8c%e8%ac%8a%e5%a0%b1%e4%bd%bf%e7%94%a8%e7%9b%ae%e7%9a%84%e3%80%8d%e5%bb%ba%e9%81%8a%e6%b0%91%e6%94%b6%e5%ae%b9%e6%89%80-%e5%a4%a7%e5%ad%b8%e9%bb%9e%e5%a4%a7%e6%89%b9%e8%8f%af%e4%ba%ba%e6%8a%97/?ref=紐約_新聞總覽","2872"
"WJ52","法拉盛華人按摩店拒提供性服務 西裔男持錘傷人搶錢","World Journal","New York","2018-12-03 06:11:00","https://www.worldjournal.com/6007091/article-%e6%b3%95%e6%8b%89%e7%9b%9b%e8%8f%af%e4%ba%ba%e6%8c%89%e6%91%a9%e5%ba%97%e6%8b%92%e6%8f%90%e4%be%9b%e6%80%a7%e6%9c%8d%e5%8b%99-%e8%a5%bf%e8%a3%94%e7%94%b7%e6%8c%81%e9%8c%98%e5%82%b7%e4%ba%ba%e6%90%b6/?ref=紐約_新聞總覽","4349"
"WJ53","普選狀況多 選委會將辦公聽檢討","World Journal","New York","2018-11-22 06:00:00","https://www.worldjournal.com/5989915/article-%e6%99%ae%e9%81%b8%e7%8b%80%e6%b3%81%e5%a4%9a-%e9%81%b8%e5%a7%94%e6%9c%83%e5%b0%87%e8%be%a6%e5%85%ac%e8%81%bd%e6%aa%a2%e8%a8%8e/?ref=紐約_新聞總覽","8"
"WJ54","尾隨快遞車輛偷包裹 羊頭灣多華人受害","World Journal","New York","2018-12-03 06:09:00","https://www.worldjournal.com/6007084/article-%e5%b0%be%e9%9a%a8%e5%bf%ab%e9%81%9e%e8%bb%8a%e8%bc%9b%e5%81%b7%e5%8c%85%e8%a3%b9-%e7%be%8a%e9%a0%ad%e7%81%a3%e5%a4%9a%e8%8f%af%e4%ba%ba%e5%8f%97%e5%ae%b3/?ref=紐約_新聞總覽","1199"
"WJ55","美國無飢餓組織送暖 擴大提供緊急食品","World Journal","New York","2018-11-22 06:00:00","https://www.worldjournal.com/5989662/article-%e7%be%8e%e5%9c%8b%e7%84%a1%e9%a3%a2%e9%a4%93%e7%b5%84%e7%b9%94%e9%80%81%e6%9a%96-%e6%93%b4%e5%a4%a7%e6%8f%90%e4%be%9b%e7%b7%8a%e6%80%a5%e9%a3%9f%e5%93%81/?ref=紐約_新聞總覽","62"
"WJ56","窮移民進常春藤… 黎重旺感恩 誓言振興社區","World Journal","New York","2018-11-22 06:02:00","https://www.worldjournal.com/5989653/article-%e7%aa%ae%e7%a7%bb%e6%b0%91%e9%80%b2%e5%b8%b8%e6%98%a5%e8%97%a4-%e9%bb%8e%e9%87%8d%e6%97%ba%e6%84%9f%e6%81%a9-%e8%aa%93%e8%a8%80%e6%8c%af%e8%88%88%e7%a4%be%e5%8d%80/?ref=紐約_新聞總覽","399"
